Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,seats,selling_price,age,car_name,km_driven
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,5,29525,11,Volkswagen Jetta GLI,47854
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22,873,5,26420,11,Volkswagen Jetta GLI,49178
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23,873,5,24535,10,Volkswagen Jetta GLI,69088
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,5,30875,10,Volkswagen Jetta GLI,39099
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,5,28555,10,Volkswagen Jetta GLI,80812
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23,873,5,29775,10,Volkswagen Jetta GLI,77365
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23,873,5,28855,10,Volkswagen Jetta GLI,29207
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,5,27925,10,Volkswagen Jetta GLI,43905
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23,873,5,27455,10,Volkswagen Jetta GLI,37440
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,5,30875,10,Volkswagen Jetta GLI,24184
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,5,25635,10,Volkswagen Jetta GLI,83481
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23,873,5,29775,10,Volkswagen Jetta GLI,57107
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23,873,5,27455,10,Volkswagen Jetta GLI,29056
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23,873,5,28855,10,Volkswagen Jetta GLI,47890
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,5,25635,10,Volkswagen Jetta GLI,27488
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23,873,5,24535,10,Volkswagen Jetta GLI,21704
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23,873,5,26825,10,Volkswagen Jetta GLI,23500
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,5,28555,10,Volkswagen Jetta GLI,44854
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,5,27925,10,Volkswagen Jetta GLI,33503
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,5,29955,10,Volkswagen Jetta GLI,22343
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,5,29955,10,Volkswagen Jetta GLI,45452
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23,873,5,26825,10,Volkswagen Jetta GLI,53484
Volkswagen,Jetta Hybrid,2013,premium unleaded (required),170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42,873,5,26990,11,Volkswagen Jetta Hybrid,50888
Volkswagen,Jetta Hybrid,2013,premium unleaded (required),170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42,873,5,24995,11,Volkswagen Jetta Hybrid,58398
Volkswagen,Jetta Hybrid,2013,premium unleaded (required),170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42,873,5,29325,11,Volkswagen Jetta Hybrid,55645
Volkswagen,Jetta Hybrid,2013,premium unleaded (required),170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42,873,5,31180,11,Volkswagen Jetta Hybrid,59772
Volkswagen,Jetta Hybrid,2014,premium unleaded (required),170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42,873,5,31895,10,Volkswagen Jetta Hybrid,24200
Volkswagen,Jetta Hybrid,2014,premium unleaded (required),170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42,873,5,25560,10,Volkswagen Jetta Hybrid,33712
Volkswagen,Jetta Hybrid,2014,premium unleaded (required),170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42,873,5,27645,10,Volkswagen Jetta Hybrid,67718
Volkswagen,Jetta Hybrid,2014,premium unleaded (required),170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42,873,5,30245,10,Volkswagen Jetta Hybrid,61561
Volkswagen,Jetta SportWagen,2012,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,,Compact,Wagon,31,24,873,5,24210,12,Volkswagen Jetta SportWagen,35380
Volkswagen,Jetta SportWagen,2012,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,,Compact,Wagon,31,24,873,5,21295,12,Volkswagen Jetta SportWagen,43645
Volkswagen,Jetta SportWagen,2012,diesel,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30,873,5,28120,12,Volkswagen Jetta SportWagen,47045
Volkswagen,Jetta SportWagen,2012,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,,Compact,Wagon,31,24,873,5,24210,12,Volkswagen Jetta SportWagen,84654
Volkswagen,Jetta SportWagen,2012,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,,Compact,Wagon,31,24,873,5,21295,12,Volkswagen Jetta SportWagen,46033
Volkswagen,Jetta SportWagen,2012,regular unleaded,170,5,MANUAL,front wheel drive,4,,Compact,Wagon,33,23,873,5,20195,12,Volkswagen Jetta SportWagen,35994
Volkswagen,Jetta SportWagen,2012,regular unleaded,170,5,MANUAL,front wheel drive,4,,Compact,Wagon,33,23,873,5,20195,12,Volkswagen Jetta SportWagen,73546
Volkswagen,Jetta SportWagen,2012,diesel,140,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29,873,5,28390,12,Volkswagen Jetta SportWagen,45186
Volkswagen,Jetta SportWagen,2012,diesel,140,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29,873,5,29220,12,Volkswagen Jetta SportWagen,69054
Volkswagen,Jetta SportWagen,2012,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,,Compact,Wagon,31,24,873,5,25960,12,Volkswagen Jetta SportWagen,38604
Volkswagen,Jetta SportWagen,2012,diesel,140,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29,873,5,26640,12,Volkswagen Jetta SportWagen,41443
Volkswagen,Jetta SportWagen,2012,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,,Compact,Wagon,31,24,873,5,25960,12,Volkswagen Jetta SportWagen,36822
Volkswagen,Jetta SportWagen,2012,diesel,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30,873,5,25540,12,Volkswagen Jetta SportWagen,35385
Volkswagen,Jetta SportWagen,2012,diesel,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30,873,5,27290,12,Volkswagen Jetta SportWagen,57105
Volkswagen,Jetta SportWagen,2013,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,,Compact,Wagon,31,24,873,5,21695,11,Volkswagen Jetta SportWagen,69487
Volkswagen,Jetta SportWagen,2013,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,,Compact,Wagon,31,24,873,5,21695,11,Volkswagen Jetta SportWagen,45685
Volkswagen,Jetta SportWagen,2013,diesel,140,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29,873,5,29495,11,Volkswagen Jetta SportWagen,70868
Volkswagen,Jetta SportWagen,2013,regular unleaded,170,5,MANUAL,front wheel drive,4,,Compact,Wagon,33,23,873,5,20595,11,Volkswagen Jetta SportWagen,39137
Volkswagen,Jetta SportWagen,2013,diesel,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30,873,5,28395,11,Volkswagen Jetta SportWagen,58171
Volkswagen,Jetta SportWagen,2013,diesel,140,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29,873,5,26895,11,Volkswagen Jetta SportWagen,63071
Volkswagen,Jetta SportWagen,2013,regular unleaded,170,5,MANUAL,front wheel drive,4,,Compact,Wagon,33,23,873,5,20595,11,Volkswagen Jetta SportWagen,65986
Volkswagen,Jetta SportWagen,2013,diesel,140,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29,873,5,28695,11,Volkswagen Jetta SportWagen,65553
Volkswagen,Jetta SportWagen,2013,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,,Compact,Wagon,31,24,873,5,24395,11,Volkswagen Jetta SportWagen,61769
Volkswagen,Jetta SportWagen,2013,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,,Compact,Wagon,31,24,873,5,26195,11,Volkswagen Jetta SportWagen,64175
Volkswagen,Jetta SportWagen,2013,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,,Compact,Wagon,31,24,873,5,26195,11,Volkswagen Jetta SportWagen,83959
Volkswagen,Jetta SportWagen,2013,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,,Compact,Wagon,31,24,873,5,24395,11,Volkswagen Jetta SportWagen,71945
Volkswagen,Jetta SportWagen,2013,diesel,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30,873,5,27595,11,Volkswagen Jetta SportWagen,62264
Volkswagen,Jetta SportWagen,2013,diesel,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30,873,5,25795,11,Volkswagen Jetta SportWagen,35255
Volkswagen,Jetta SportWagen,2014,regular unleaded,170,5,MANUAL,front wheel drive,4,,Compact,Wagon,33,23,873,5,20995,10,Volkswagen Jetta SportWagen,43180
Volkswagen,Jetta SportWagen,2014,diesel,140,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29,873,5,27665,10,Volkswagen Jetta SportWagen,47065
Volkswagen,Jetta SportWagen,2014,diesel,140,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29,873,5,30265,10,Volkswagen Jetta SportWagen,57487
Volkswagen,Jetta SportWagen,2014,diesel,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30,873,5,29165,10,Volkswagen Jetta SportWagen,83503
Volkswagen,Jetta SportWagen,2014,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,,Compact,Wagon,30,23,873,5,26685,10,Volkswagen Jetta SportWagen,50836
Volkswagen,Jetta SportWagen,2014,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,,Compact,Wagon,30,23,873,5,24885,10,Volkswagen Jetta SportWagen,34424
Volkswagen,Jetta SportWagen,2014,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,,Compact,Wagon,30,23,873,5,22095,10,Volkswagen Jetta SportWagen,22693
Volkswagen,Jetta SportWagen,2014,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,,Compact,Wagon,30,23,873,5,26685,10,Volkswagen Jetta SportWagen,20429
Volkswagen,Jetta SportWagen,2014,regular unleaded,170,5,MANUAL,front wheel drive,4,,Compact,Wagon,33,23,873,5,20995,10,Volkswagen Jetta SportWagen,60764
Volkswagen,Jetta SportWagen,2014,diesel,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30,873,5,26565,10,Volkswagen Jetta SportWagen,60685
Volkswagen,Jetta SportWagen,2014,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,,Compact,Wagon,30,23,873,5,24885,10,Volkswagen Jetta SportWagen,43006
Volkswagen,Jetta SportWagen,2014,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,,Compact,Wagon,30,23,873,5,22095,10,Volkswagen Jetta SportWagen,28950
Volkswagen,Jetta SportWagen,2014,diesel,140,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29,873,5,29465,10,Volkswagen Jetta SportWagen,66532
Volkswagen,Jetta SportWagen,2014,diesel,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30,873,5,28365,10,Volkswagen Jetta SportWagen,41420
Volkswagen,Jetta,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,37,25,873,5,22325,9,Volkswagen Jetta,47525
Volkswagen,Jetta,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,23,873,5,29280,9,Volkswagen Jetta,32132
Volkswagen,Jetta,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,37,25,873,5,23650,9,Volkswagen Jetta,26482
Volkswagen,Jetta,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,37,25,873,5,25380,9,Volkswagen Jetta,72513
Volkswagen,Jetta,2015,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Midsize,Sedan,45,31,873,5,25175,9,Volkswagen Jetta,44163
Volkswagen,Jetta,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,23,873,5,26920,9,Volkswagen Jetta,56446
Volkswagen,Jetta,2015,regular unleaded,170,4,MANUAL,front wheel drive,4,,Midsize,Sedan,37,25,873,5,20895,9,Volkswagen Jetta,44404
Volkswagen,Jetta,2015,diesel,150,4,MANUAL,front wheel drive,4,Diesel,Midsize,Sedan,46,31,873,5,21640,9,Volkswagen Jetta,56029
Volkswagen,Jetta,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,23,873,5,26920,9,Volkswagen Jetta,45860
Volkswagen,Jetta,2015,premium unleaded (recommended),210,4,AUTOMATIC,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,32,24,873,5,28020,9,Volkswagen Jetta,21001
Volkswagen,Jetta,2015,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Midsize,Sedan,45,31,873,5,22740,9,Volkswagen Jetta,75842
Volkswagen,Jetta,2015,premium unleaded (recommended),210,4,AUTOMATIC,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,32,24,873,5,30380,9,Volkswagen Jetta,36501
Volkswagen,Jetta,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,23,873,5,29280,9,Volkswagen Jetta,58927
Volkswagen,Jetta,2015,diesel,150,4,MANUAL,front wheel drive,4,Diesel,Midsize,Sedan,46,31,873,5,24075,9,Volkswagen Jetta,67083
Volkswagen,Jetta,2015,premium unleaded (recommended),210,4,AUTOMATIC,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,32,24,873,5,30380,9,Volkswagen Jetta,71915
Volkswagen,Jetta,2015,regular unleaded,115,4,MANUAL,front wheel drive,4,,Midsize,Sedan,34,25,873,5,16215,9,Volkswagen Jetta,75086
Volkswagen,Jetta,2015,premium unleaded (recommended),210,4,AUTOMATIC,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,32,24,873,5,28020,9,Volkswagen Jetta,31090
Volkswagen,Jetta,2015,regular unleaded,115,4,MANUAL,front wheel drive,4,,Midsize,Sedan,34,25,873,5,17325,9,Volkswagen Jetta,55119
Volkswagen,Jetta,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,37,25,873,5,20095,9,Volkswagen Jetta,23381
Volkswagen,Jetta,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,37,25,873,5,23650,9,Volkswagen Jetta,36721
Volkswagen,Jetta,2015,regular unleaded,170,4,MANUAL,front wheel drive,4,,Midsize,Sedan,37,25,873,5,18995,9,Volkswagen Jetta,51305
Volkswagen,Jetta,2015,diesel,150,4,MANUAL,front wheel drive,4,Diesel,Midsize,Sedan,46,31,873,5,26410,9,Volkswagen Jetta,40557
Volkswagen,Jetta,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,37,25,873,5,22325,9,Volkswagen Jetta,40029
Volkswagen,Jetta,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,37,25,873,5,20095,9,Volkswagen Jetta,43076
Volkswagen,Jetta,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,37,25,873,5,25380,9,Volkswagen Jetta,78188
Volkswagen,Jetta,2015,premium unleaded (required),170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42,873,5,31670,9,Volkswagen Jetta,29633
Volkswagen,Jetta,2015,regular unleaded,115,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,34,23,873,5,18425,9,Volkswagen Jetta,37687
Volkswagen,Jetta,2015,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Midsize,Sedan,45,31,873,5,27510,9,Volkswagen Jetta,38734
Volkswagen,Jetta,2015,regular unleaded,115,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,34,23,873,5,19420,9,Volkswagen Jetta,50575
Volkswagen,Jetta,2015,regular unleaded,115,4,MANUAL,front wheel drive,4,,Midsize,Sedan,34,25,873,5,18320,9,Volkswagen Jetta,29876
Volkswagen,Jetta,2015,regular unleaded,170,4,MANUAL,front wheel drive,4,,Midsize,Sedan,37,25,873,5,18995,9,Volkswagen Jetta,73762
Volkswagen,Jetta,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,37,25,873,5,21995,9,Volkswagen Jetta,60486
Volkswagen,Jetta,2016,regular unleaded,150,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,39,28,873,5,22325,8,Volkswagen Jetta,73790
Volkswagen,Jetta,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,36,25,873,5,23650,8,Volkswagen Jetta,66344
Volkswagen,Jetta,2016,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,23,873,5,29280,8,Volkswagen Jetta,54491
Volkswagen,Jetta,2016,regular unleaded,150,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,39,28,873,5,19775,8,Volkswagen Jetta,21230
Volkswagen,Jetta,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,36,25,873,5,25380,8,Volkswagen Jetta,34479
Volkswagen,Jetta,2016,premium unleaded (recommended),210,4,AUTOMATIC,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,24,873,5,28020,8,Volkswagen Jetta,34231
Volkswagen,Jetta,2016,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,23,873,5,26920,8,Volkswagen Jetta,62792
Volkswagen,Jetta,2016,regular unleaded,150,4,MANUAL,front wheel drive,4,,Midsize,Sedan,39,28,873,5,18675,8,Volkswagen Jetta,52139
Volkswagen,Jetta,2016,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,23,873,5,26920,8,Volkswagen Jetta,54407
Volkswagen,Jetta,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,36,25,873,5,23650,8,Volkswagen Jetta,83415
Volkswagen,Jetta,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,36,25,873,5,21995,8,Volkswagen Jetta,22703
Volkswagen,Jetta,2016,regular unleaded,150,4,MANUAL,front wheel drive,4,,Midsize,Sedan,39,28,873,5,18995,8,Volkswagen Jetta,59561
Volkswagen,Jetta,2016,regular unleaded,150,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,39,28,873,5,20095,8,Volkswagen Jetta,45993
Volkswagen,Jetta,2016,regular unleaded,170,4,MANUAL,front wheel drive,4,,Midsize,Sedan,37,25,873,5,20895,8,Volkswagen Jetta,82662
Volkswagen,Jetta,2016,premium unleaded (required),170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42,873,5,31120,8,Volkswagen Jetta,78724
Volkswagen,Jetta,2016,regular unleaded,150,4,MANUAL,front wheel drive,4,,Midsize,Sedan,39,28,873,5,17680,8,Volkswagen Jetta,33587
Volkswagen,Jetta,2016,premium unleaded (recommended),210,4,AUTOMATIC,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,24,873,5,28020,8,Volkswagen Jetta,73660
Volkswagen,Jetta,2016,regular unleaded,150,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,39,28,873,5,18780,8,Volkswagen Jetta,52242
Volkswagen,Jetta,2016,premium unleaded (recommended),210,4,AUTOMATIC,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,24,873,5,30380,8,Volkswagen Jetta,77271
Volkswagen,Jetta,2016,premium unleaded (recommended),210,4,AUTOMATIC,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,24,873,5,30380,8,Volkswagen Jetta,33645
Volkswagen,Jetta,2016,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,23,873,5,29280,8,Volkswagen Jetta,21480
Volkswagen,Jetta,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,36,25,873,5,25380,8,Volkswagen Jetta,48510
Volkswagen,Jetta,2017,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,24,873,5,28995,7,Volkswagen Jetta,54517
Volkswagen,Jetta,2017,regular unleaded,150,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,38,28,873,5,21995,7,Volkswagen Jetta,48158
Volkswagen,Jetta,2017,regular unleaded,150,4,MANUAL,front wheel drive,4,,Midsize,Sedan,40,28,873,5,20895,7,Volkswagen Jetta,53630
Volkswagen,Jetta,2017,regular unleaded,150,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,38,28,873,5,18995,7,Volkswagen Jetta,60605
Volkswagen,Jetta,2017,regular unleaded,150,4,MANUAL,front wheel drive,4,,Midsize,Sedan,40,28,873,5,17895,7,Volkswagen Jetta,55078
Volkswagen,Jetta,2017,premium unleaded (recommended),170,4,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,35,25,873,5,24995,7,Volkswagen Jetta,43708
Volkswagen,Jetta,2017,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,23,873,5,27895,7,Volkswagen Jetta,37877
GMC,Jimmy,1999,regular unleaded,190,6,MANUAL,four wheel drive,2,,Compact,2dr SUV,16,13,549,5,2347,25,GMC Jimmy,57586
GMC,Jimmy,1999,regular unleaded,190,6,AUTOMATIC,rear wheel drive,4,,Midsize,4dr SUV,19,14,549,5,2554,25,GMC Jimmy,44449
GMC,Jimmy,1999,regular unleaded,190,6,AUTOMATIC,four wheel drive,4,,Midsize,4dr SUV,19,14,549,5,2590,25,GMC Jimmy,82804
GMC,Jimmy,1999,regular unleaded,190,6,UNKNOWN,rear wheel drive,2,,Compact,2dr SUV,19,14,549,5,2182,25,GMC Jimmy,64296
GMC,Jimmy,1999,regular unleaded,190,6,AUTOMATIC,four wheel drive,4,,Midsize,4dr SUV,19,14,549,5,2691,25,GMC Jimmy,30056
GMC,Jimmy,1999,regular unleaded,190,6,UNKNOWN,four wheel drive,2,,Compact,2dr SUV,19,14,549,5,2317,25,GMC Jimmy,29513
GMC,Jimmy,1999,regular unleaded,190,6,AUTOMATIC,four wheel drive,4,,Midsize,4dr SUV,19,14,549,5,2368,25,GMC Jimmy,70206
GMC,Jimmy,1999,regular unleaded,190,6,AUTOMATIC,rear wheel drive,4,,Midsize,4dr SUV,19,14,549,5,2377,25,GMC Jimmy,67446
GMC,Jimmy,1999,regular unleaded,190,6,AUTOMATIC,rear wheel drive,4,,Midsize,4dr SUV,19,14,549,5,2251,25,GMC Jimmy,29354
GMC,Jimmy,1999,regular unleaded,190,6,MANUAL,rear wheel drive,2,,Compact,2dr SUV,21,15,549,5,2038,25,GMC Jimmy,37776
GMC,Jimmy,2000,regular unleaded,190,6,UNKNOWN,rear wheel drive,2,,Compact,2dr SUV,20,15,549,5,2407,24,GMC Jimmy,75560
GMC,Jimmy,2000,regular unleaded,190,6,MANUAL,four wheel drive,2,,Compact,2dr SUV,16,13,549,5,2463,24,GMC Jimmy,50613
GMC,Jimmy,2000,regular unleaded,190,6,AUTOMATIC,four wheel drive,4,,Midsize,4dr SUV,18,14,549,5,2773,24,GMC Jimmy,34689
GMC,Jimmy,2000,regular unleaded,190,6,AUTOMATIC,rear wheel drive,4,,Midsize,4dr SUV,20,15,549,5,2756,24,GMC Jimmy,25623
GMC,Jimmy,2000,regular unleaded,190,6,AUTOMATIC,rear wheel drive,4,,Midsize,4dr SUV,20,15,549,5,2590,24,GMC Jimmy,64691
GMC,Jimmy,2000,regular unleaded,190,6,AUTOMATIC,four wheel drive,4,,Midsize,4dr SUV,18,14,549,5,2916,24,GMC Jimmy,46366
GMC,Jimmy,2000,regular unleaded,190,6,MANUAL,rear wheel drive,2,,Compact,2dr SUV,21,15,549,5,2322,24,GMC Jimmy,49185
GMC,Jimmy,2000,regular unleaded,190,6,AUTOMATIC,rear wheel drive,4,,Midsize,4dr SUV,20,15,549,5,2623,24,GMC Jimmy,42996
GMC,Jimmy,2000,regular unleaded,190,6,AUTOMATIC,four wheel drive,4,,Midsize,4dr SUV,18,14,549,5,2655,24,GMC Jimmy,66485
GMC,Jimmy,2000,regular unleaded,190,6,UNKNOWN,four wheel drive,2,,Compact,2dr SUV,18,14,549,5,2578,24,GMC Jimmy,23994
GMC,Jimmy,2001,regular unleaded,190,6,AUTOMATIC,rear wheel drive,4,,Midsize,4dr SUV,20,15,549,5,26770,23,GMC Jimmy,62632
GMC,Jimmy,2001,regular unleaded,190,6,MANUAL,four wheel drive,2,,Compact,2dr SUV,16,13,549,5,22270,23,GMC Jimmy,79494
GMC,Jimmy,2001,regular unleaded,190,6,AUTOMATIC,four wheel drive,2,,Compact,2dr SUV,18,14,549,5,25170,23,GMC Jimmy,40438
